竹	31481
笑	31505
符	31526
第	31532
筆	31558
等	31561
筍	31565
答	31572
策	31574
筵	31605
箇	31623
箋	31627
箔	31636
算	31639
管	31649
箱	31665
節	31680
範	31684
篇	31687
築	31689
篤	31716
簡	31777
簽	31805
簿	31807
籃	31811
籌	31820
籍	31821
米	31859
粉	31881
粒	31890
粗	31895
粮	31918
粹	31929
精	31934
糊	31946
糕	31957
糖	31958
糧	31975
系	31995
紀	32000
約	32004
紅	32005
納	32013
紐	32016
純	32020
紗	32023
紙	32025
級	32026
素	32032
紡	32033
索	32034
紫	32043
累	32047
細	32048
紳	32051
紹	32057
終	32066
組	32068
結	32080
絕	32085
絡	32097
給	32102
絨	32104
統	32113
絲	32114
經	32147
綜	32156
綠	32160
綢	32162
綫	32171
維	32173
綱	32177
網	32178
綸	32184
緊	32202
緒	32210
緘	32216
線	32218
緝	32221
緞	32222
締	32224
緣	32227
編	32232
緩	32233
緯	32239
練	32244
縣	32291
總	32317
績	32318
繁	32321
織	32340
繡	32353
繳	32371
繼	32380
續	32396
纔	32404
缺	32570
罐	32592
罪	32618
置	32622
罰	32624
署	32626
罷	32631
羅	32645
羊	32650
美	32654
羢	32674
羣	32675
義	32681
羽	32701
翁	32705
習	32722
翠	32736
翰	32752
翻	32763
耀	32768
老	32769
考	32771
者	32773
而	32780
耐	32784
耕	32789
耗	32791
耳	32819
耶	32822
耿	32831
聊	32842
聖	32854
聘	32856
聚	32858
聞	32862
聯	32879
聰	32880
聲	32882
職	32887
聽	32893
肄	32900
肅	32901
肆	32902
肉	32905
肝	32925
股	32929
肥	32933
肯	32943
育	32946
胃	32963
背	32972
胎	32974
胞	32990
胡	32993
能	33021
脈	33032
脫	33067
腦	33126
腳	33139
腸	33144
膏	33167
膠	33184
膳	33203
膺	33210
臣	33251
臨	33256
自	33258
至	33267
致	33268
臺	33274
與	33287
興	33288
舉	33289
舊	33290
舍	33293
舒	33298
舖	33302
舞	33310
舟	33311
航	33322
般	33324
船	33337
艘	33368
艦	33382
良	33391
色	33394
艾	33406
芬	33452
花	33457
芳	33459
苗	33495
苟	33503
若	33509
苦	33510
英	33521
茂	33538
茍	33549
茗	33559
茶	33590
茸	33592
草	33609
荷	33655
莊	33674
莫	33707
菊	33738
菓	33747
菜	33756
華	33775
菲	33778
菸	33784
萊	33802
萬	33836
落	33853
葉	33865
著	33879
董	33891
葬	33900
葯	33903
蒙	33945
蒞	33950
蓄	33988
蓋	33995
蓬	34028
蓮	34030
蔘	34072
蔡	34081
蔣	34083
蔬	34092
蕉	34121
薄	34180
薛	34203
薪	34218
藉	34249
藍	34253
藏	34255
藝	34269
藥	34277
藩	34281
蘇	34311
蘭	34349
虎	34382
處	34389
虛	34395
虞	34398
號	34399
虧	34407
蚊	34442
蜂	34562
蜜	34588
融	34701
蟲	34802
蠅	34821
蠻	34875
血	34880
行	34892
衍	34893
術	34899
街	34903
衛	34907
衝	34909
衡	34913
衣	34915
表	34920
衫	34923
衰	34928
袁	34945
袋	34955
袍	34957
袖	34966
被	34987
裁	35009
裏	35023
裕	35029
補	35036
裝	35037
裡	35041
裨	35048
製	35069
複	35079
褒	35090
襄	35140
襪	35178
西	35199
要	35201
覆	35206
見	35211
規	35215
視	35222
親	35242
覺	35258
覽	35261
觀	35264
角	35282
解	35299
言	35328
訂	35330
訃	35331
計	35336
訊	35338
討	35342
訓	35347
訖	35350
託	35351
記	35352
訪	35370
設	35373
許	35377
訴	35380
診	35386
註	35387
評	35413
詞	35422
詠	35424
詢	35426
試	35430
詩	35433
話	35441
該	35442
詳	35443
詹	35449
誌	35468
認	35469
誓	35475
誕	35477
語	35486
誠	35488
誤	35492
誨	35496
說	35498
誰	35504
課	35506
誼	35516
調	35519
談	35527
請	35531
諒	35538
論	35542
諜	35548
諭	35565
諸	35576
諾	35582
謀	35584
謂	35586
謄	35588
謙	35609
講	35611
謝	35613
謹	35641
證	35657
譏	35663
識	35672
譚	35674
譜	35676
警	35686
譯	35695
議	35696
護	35703
譽	35709
讀	35712
變	35722
讓	35731
谷	35895
豆	35910
豈	35912
豐	35920
豔	35924
象	35937
豪	35946
豹	35961
貌	35980
貓	35987
貞	35998
負	36000
財	36001
貢	36002
貧	36007
貨	36008
販	36009
貫	36011
責	36012
貳	36019
貴	36020
買	36023
貸	36024
費	36027
貼	36028
貿	36031
賀	36032
資	36039
賊	36042
賑	36049
賓	36051
賜	36060
賞	36062
賠	36064
賢	36066
賣	36067
賤	36068
賦	36070
質	36074
賬	36076
賴	36084
購	36092
賽	36093
贈	36104
贊	36106
赤	36196
赦	36198
赫	36203
走	36208
起	36215
超	36229
越	36234
趙	36249
趣	36259
足	36275
跌	36300
跡	36321
路	36335
跳	36339
踏	36367
踐	36368
身	36523
躬	36524
車	36554
軍	36557
軒	36562
較	36611
載	36617
輓	36627
輔	36628
輕	36629
輛	36635
輝	36637
輩	36649
輪	36650
輯	36655
輸	36664
輿	36671
轉	36681
轟	36703
辛	36763
辦	36774
辭	36781
辯	36783
辰	36784
農	36786
迅	36805
迎	36814
近	36817
返	36820
迪	36842
迫	36843
述	36848
迴	36852
迷	36855
追	36861
退	36864
送	36865
逃	36867
逆	36870
透	36879
逐	36880
途	36884
這	36889
通	36890
逝	36893
速	36895
造	36896
逢	36898
連	36899
週	36913
進	36914
逸	36920
逾	36926
遂	36930
遇	36935
遊	36938
運	36939
遍	36941
過	36942
道	36947
達	36948
違	36949
遠	36960
遣	36963
適	36969
遭	36973
遲	36978
遵	36981
遷	36983
選	36984
遺	36986
避	36991
邀	36992
還	36996
邊	37002
那	37027
邦	37030
邱	37041
邵	37045
部	37096
郭	37101
郵	37109
都	37117
鄉	37129
鄧	37159
鄭	37165
鄰	37168
酉	37193
酋	37195
酌	37196
配	37197
酒	37202
酬	37228
醉	37257
醒	37266
醫	37291
醬	37292
采	37319
釋	37323
里	37324
重	37325
野	37326
量	37327
釐	37328
金	37329
針	37341
鈔	37396
鈞	37406
鉅	37445
鉛	37467
銀	37504
銅	37509
銘	37528
銜	37532
銷	37559
鋁	37569
鋪	37610
鋼	37628
錄	37636
錢	37666
錦	37670
錫	37675
錯	37679
錶	37686
鍾	37758
鎮	37806
鏡	37857
鐘	37912
鐵	37941
鑄	37956
鑑	37969
鑒	37970
鑛	37979
長	38263
門	38272
閉	38281
開	38283
閑	38289
閒	38290
間	38291
閣	38307
閤	38308
閩	38313
閻	38331
闊	38346
闔	38356
關	38364
防	38450
阿	38463
附	38468
限	38480
院	38498
陣	38499
除	38500
陪	38506
陰	38512
陳	38515
陵	38517
陶	38518
陷	38519
陸	38520
陽	38525
隆	38534
隊	38538
階	38542
隔	38548
際	38555
障	38556
隣	38563
隨	38568
險	38570
隱	38577
隻	38587
雄	38596
雅	38597
集	38598
雖	38614
雙	38617
雜	38620
雞	38622
離	38626
難	38627
雨	38632
雪	38634
雲	38642
零	38646
雷	38647
電	38651
需	38656
霄	38660
霜	38684
露	38706
霸	38712
靈	38728
青	38738
靖	38742
靜	38748
非	38750
靠	38752
面	38754
革	38761
鞋	38795
鞏	38799
鞠	38816
韓	38867
音	38899
韻	38907
響	38911
頁	38913
頂	38914
頃	38915
項	38917
順	38918
須	38920
頌	38924
預	38928
頒	38930
頓	38931
頗	38935
領	38936
頭	38957
題	38988
額	38989
顏	38991
願	39000
類	39006
顧	39015
顯	39023
風	39080
飄	39108
飛	39131
食	39135
飢	39138
飭	39149
飯	39151
飲	39154
飾	39166
餅	39173
養	39178
餐	39184
餓	39187
餘	39192
館	39208
饑	39249
饒	39250
首	39318
香	39321
馬	39340
馮	39342
駁	39361
駐	39376
駕	39381
駛	39387
駝	39389
駡	39393
騙	39449
驗	39511
驚	39514
骨	39592
體	39636
高	39640
髮	39662
鬥	39717
鬧	39719
鬭	39725
鬼	39740
魂	39746
魏	39759
魔	39764
魚	39770
魯	39791
鮮	39854
鳥	40165
鳳	40179
鳴	40180
鴻	40251
鵬	40300
鶯	40367
鶴	40372
鷄	40388
鷺	40442
鹽	40573
鹿	40575
麒	40594
麗	40599
麟	40607
麥	40613
麵	40629
麻	40635
麼	40636
黃	40643
黎	40654
黑	40657
點	40670
黨	40680
鼎	40718
鼓	40723
鼠	40736
鼻	40763
齊	40778
齋	40779
齒	40786
齡	40801
龍	40845
龐	40848
